case_id,seed,split,split_ordinal,generator_condition,split_schema_version
synthetic3d-102964,102964,train,4792,primary,1.0
synthetic3d-100473,100473,train,4793,primary,1.0
synthetic3d-106907,106907,train,4794,primary,1.0
synthetic3d-102171,102171,train,4795,primary,1.0
synthetic3d-105050,105050,train,4796,primary,1.0
synthetic3d-106229,106229,train,4797,primary,1.0
synthetic3d-102937,102937,train,4798,primary,1.0
synthetic3d-107815,107815,train,4799,primary,1.0
synthetic3d-101289,101289,train,4800,primary,1.0
synthetic3d-107189,107189,train,4801,primary,1.0
synthetic3d-102297,102297,train,4802,primary,1.0
synthetic3d-108441,108441,train,4803,primary,1.0
synthetic3d-102520,102520,train,4804,primary,1.0
synthetic3d-106488,106488,train,4805,primary,1.0
synthetic3d-101978,101978,train,4806,primary,1.0
synthetic3d-107245,107245,train,4807,primary,1.0
synthetic3d-104639,104639,train,4808,primary,1.0
synthetic3d-102427,102427,train,4809,primary,1.0
synthetic3d-101837,101837,train,4810,primary,1.0
synthetic3d-102851,102851,train,4811,primary,1.0
synthetic3d-101695,101695,train,4812,primary,1.0
synthetic3d-100073,100073,train,4813,primary,1.0
synthetic3d-104538,104538,train,4814,primary,1.0
synthetic3d-107333,107333,train,4815,primary,1.0
synthetic3d-102960,102960,train,4816,primary,1.0
synthetic3d-101992,101992,train,4817,primary,1.0
synthetic3d-103707,103707,train,4818,primary,1.0
synthetic3d-100599,100599,train,4819,primary,1.0
synthetic3d-104135,104135,train,4820,primary,1.0
synthetic3d-104082,104082,train,4821,primary,1.0
synthetic3d-105602,105602,train,4822,primary,1.0
synthetic3d-100382,100382,train,4823,primary,1.0
synthetic3d-107425,107425,train,4824,primary,1.0
synthetic3d-104106,104106,train,4825,primary,1.0
synthetic3d-105174,105174,train,4826,primary,1.0
synthetic3d-108460,108460,train,4827,primary,1.0
synthetic3d-106890,106890,train,4828,primary,1.0
synthetic3d-100805,100805,train,4829,primary,1.0
synthetic3d-103814,103814,train,4830,primary,1.0
synthetic3d-102982,102982,train,4831,primary,1.0
synthetic3d-108260,108260,train,4832,primary,1.0
synthetic3d-103389,103389,train,4833,primary,1.0
synthetic3d-104576,104576,train,4834,primary,1.0
synthetic3d-108276,108276,train,4835,primary,1.0
synthetic3d-102475,102475,train,4836,primary,1.0
synthetic3d-103766,103766,train,4837,primary,1.0
synthetic3d-102267,102267,train,4838,primary,1.0
synthetic3d-101584,101584,train,4839,primary,1.0
synthetic3d-104778,104778,train,4840,primary,1.0
synthetic3d-107847,107847,train,4841,primary,1.0
synthetic3d-108580,108580,train,4842,primary,1.0
synthetic3d-103547,103547,train,4843,primary,1.0
synthetic3d-104192,104192,train,4844,primary,1.0
synthetic3d-108264,108264,train,4845,primary,1.0
synthetic3d-103843,103843,train,4846,primary,1.0
synthetic3d-104606,104606,train,4847,primary,1.0
synthetic3d-101356,101356,train,4848,primary,1.0
synthetic3d-106138,106138,train,4849,primary,1.0
synthetic3d-102579,102579,train,4850,primary,1.0
synthetic3d-107327,107327,train,4851,primary,1.0
synthetic3d-100896,100896,train,4852,primary,1.0
synthetic3d-101488,101488,train,4853,primary,1.0
synthetic3d-102783,102783,train,4854,primary,1.0
synthetic3d-106990,106990,train,4855,primary,1.0
synthetic3d-100552,100552,train,4856,primary,1.0
synthetic3d-104958,104958,train,4857,primary,1.0
synthetic3d-101891,101891,train,4858,primary,1.0
synthetic3d-103452,103452,train,4859,primary,1.0
synthetic3d-102981,102981,train,4860,primary,1.0
synthetic3d-105908,105908,train,4861,primary,1.0
synthetic3d-105901,105901,train,4862,primary,1.0
synthetic3d-101154,101154,train,4863,primary,1.0
synthetic3d-101933,101933,train,4864,primary,1.0
synthetic3d-100255,100255,train,4865,primary,1.0
synthetic3d-107050,107050,train,4866,primary,1.0
synthetic3d-103126,103126,train,4867,primary,1.0
synthetic3d-102316,102316,train,4868,primary,1.0
synthetic3d-102170,102170,train,4869,primary,1.0
synthetic3d-104748,104748,train,4870,primary,1.0
synthetic3d-106040,106040,train,4871,primary,1.0
synthetic3d-108770,108770,train,4872,primary,1.0
synthetic3d-105110,105110,train,4873,primary,1.0
synthetic3d-108243,108243,train,4874,primary,1.0
synthetic3d-105559,105559,train,4875,primary,1.0
synthetic3d-105654,105654,train,4876,primary,1.0
synthetic3d-100011,100011,train,4877,primary,1.0
synthetic3d-103199,103199,train,4878,primary,1.0
synthetic3d-106913,106913,train,4879,primary,1.0
synthetic3d-102723,102723,train,4880,primary,1.0
synthetic3d-105157,105157,train,4881,primary,1.0
synthetic3d-103196,103196,train,4882,primary,1.0
synthetic3d-102491,102491,train,4883,primary,1.0
synthetic3d-108862,108862,train,4884,primary,1.0
synthetic3d-108078,108078,train,4885,primary,1.0
synthetic3d-102350,102350,train,4886,primary,1.0
synthetic3d-105404,105404,train,4887,primary,1.0
synthetic3d-102750,102750,train,4888,primary,1.0
synthetic3d-101869,101869,train,4889,primary,1.0
synthetic3d-106781,106781,train,4890,primary,1.0
synthetic3d-108355,108355,train,4891,primary,1.0
synthetic3d-105680,105680,train,4892,primary,1.0
synthetic3d-106302,106302,train,4893,primary,1.0
synthetic3d-104221,104221,train,4894,primary,1.0
synthetic3d-102418,102418,train,4895,primary,1.0
synthetic3d-100226,100226,train,4896,primary,1.0
synthetic3d-107825,107825,train,4897,primary,1.0
synthetic3d-100342,100342,train,4898,primary,1.0
synthetic3d-107794,107794,train,4899,primary,1.0
synthetic3d-100355,100355,train,4900,primary,1.0
synthetic3d-105432,105432,train,4901,primary,1.0
synthetic3d-103839,103839,train,4902,primary,1.0
synthetic3d-106409,106409,train,4903,primary,1.0
synthetic3d-101207,101207,train,4904,primary,1.0
synthetic3d-101641,101641,train,4905,primary,1.0
synthetic3d-100328,100328,train,4906,primary,1.0
synthetic3d-103096,103096,train,4907,primary,1.0
synthetic3d-103745,103745,train,4908,primary,1.0
synthetic3d-103687,103687,train,4909,primary,1.0
synthetic3d-102123,102123,train,4910,primary,1.0
synthetic3d-100530,100530,train,4911,primary,1.0
synthetic3d-100264,100264,train,4912,primary,1.0
synthetic3d-107195,107195,train,4913,primary,1.0
synthetic3d-100968,100968,train,4914,primary,1.0
synthetic3d-105984,105984,train,4915,primary,1.0
synthetic3d-103606,103606,train,4916,primary,1.0
synthetic3d-102147,102147,train,4917,primary,1.0
synthetic3d-104459,104459,train,4918,primary,1.0
synthetic3d-102072,102072,train,4919,primary,1.0
synthetic3d-108452,108452,train,4920,primary,1.0
synthetic3d-100118,100118,train,4921,primary,1.0
synthetic3d-101202,101202,train,4922,primary,1.0
synthetic3d-102819,102819,train,4923,primary,1.0
synthetic3d-104186,104186,train,4924,primary,1.0
synthetic3d-101172,101172,train,4925,primary,1.0
synthetic3d-103573,103573,train,4926,primary,1.0
synthetic3d-103688,103688,train,4927,primary,1.0
synthetic3d-103406,103406,train,4928,primary,1.0
synthetic3d-106208,106208,train,4929,primary,1.0
synthetic3d-104248,104248,train,4930,primary,1.0
synthetic3d-105012,105012,train,4931,primary,1.0
synthetic3d-108489,108489,train,4932,primary,1.0
synthetic3d-105950,105950,train,4933,primary,1.0
synthetic3d-101243,101243,train,4934,primary,1.0
synthetic3d-108700,108700,train,4935,primary,1.0
synthetic3d-104458,104458,train,4936,primary,1.0
synthetic3d-102979,102979,train,4937,primary,1.0
synthetic3d-105240,105240,train,4938,primary,1.0
synthetic3d-102015,102015,train,4939,primary,1.0
synthetic3d-107531,107531,train,4940,primary,1.0
synthetic3d-101396,101396,train,4941,primary,1.0
synthetic3d-108690,108690,train,4942,primary,1.0
synthetic3d-104079,104079,train,4943,primary,1.0
synthetic3d-106767,106767,train,4944,primary,1.0
synthetic3d-107637,107637,train,4945,primary,1.0
synthetic3d-107944,107944,train,4946,primary,1.0
synthetic3d-105431,105431,train,4947,primary,1.0
synthetic3d-104519,104519,train,4948,primary,1.0
synthetic3d-103608,103608,train,4949,primary,1.0
synthetic3d-101040,101040,train,4950,primary,1.0
synthetic3d-107301,107301,train,4951,primary,1.0
synthetic3d-103816,103816,train,4952,primary,1.0
synthetic3d-107981,107981,train,4953,primary,1.0
synthetic3d-100211,100211,train,4954,primary,1.0
synthetic3d-106531,106531,train,4955,primary,1.0
synthetic3d-101969,101969,train,4956,primary,1.0
synthetic3d-102083,102083,train,4957,primary,1.0
synthetic3d-104515,104515,train,4958,primary,1.0
synthetic3d-104787,104787,train,4959,primary,1.0
synthetic3d-107940,107940,train,4960,primary,1.0
synthetic3d-100114,100114,train,4961,primary,1.0
synthetic3d-101021,101021,train,4962,primary,1.0
synthetic3d-108500,108500,train,4963,primary,1.0
synthetic3d-102637,102637,train,4964,primary,1.0
synthetic3d-105636,105636,train,4965,primary,1.0
synthetic3d-107010,107010,train,4966,primary,1.0
synthetic3d-107383,107383,train,4967,primary,1.0
synthetic3d-108140,108140,train,4968,primary,1.0
synthetic3d-106740,106740,train,4969,primary,1.0
synthetic3d-108070,108070,train,4970,primary,1.0
synthetic3d-104520,104520,train,4971,primary,1.0
synthetic3d-102546,102546,train,4972,primary,1.0
synthetic3d-103725,103725,train,4973,primary,1.0
synthetic3d-103485,103485,train,4974,primary,1.0
synthetic3d-106921,106921,train,4975,primary,1.0
synthetic3d-105823,105823,train,4976,primary,1.0
synthetic3d-100602,100602,train,4977,primary,1.0
synthetic3d-100004,100004,train,4978,primary,1.0
synthetic3d-108109,108109,train,4979,primary,1.0
synthetic3d-106194,106194,train,4980,primary,1.0
synthetic3d-106108,106108,train,4981,primary,1.0
synthetic3d-105123,105123,train,4982,primary,1.0
synthetic3d-102210,102210,train,4983,primary,1.0
synthetic3d-104293,104293,train,4984,primary,1.0
synthetic3d-106516,106516,train,4985,primary,1.0
synthetic3d-107996,107996,train,4986,primary,1.0
synthetic3d-104654,104654,train,4987,primary,1.0
synthetic3d-105186,105186,train,4988,primary,1.0
synthetic3d-100080,100080,train,4989,primary,1.0
synthetic3d-102867,102867,train,4990,primary,1.0
synthetic3d-101685,101685,train,4991,primary,1.0
synthetic3d-100567,100567,train,4992,primary,1.0
synthetic3d-103255,103255,train,4993,primary,1.0
synthetic3d-103127,103127,train,4994,primary,1.0
synthetic3d-105475,105475,train,4995,primary,1.0
synthetic3d-103831,103831,train,4996,primary,1.0
synthetic3d-106398,106398,train,4997,primary,1.0
synthetic3d-105679,105679,train,4998,primary,1.0
synthetic3d-103797,103797,train,4999,primary,1.0
synthetic3d-102593,102593,train,5000,primary,1.0
synthetic3d-107751,107751,train,5001,primary,1.0
synthetic3d-105748,105748,train,5002,primary,1.0
synthetic3d-100128,100128,train,5003,primary,1.0
synthetic3d-104283,104283,train,5004,primary,1.0
synthetic3d-102806,102806,train,5005,primary,1.0
synthetic3d-104111,104111,train,5006,primary,1.0
synthetic3d-104731,104731,train,5007,primary,1.0
synthetic3d-107877,107877,train,5008,primary,1.0
synthetic3d-106577,106577,train,5009,primary,1.0
synthetic3d-105241,105241,train,5010,primary,1.0
synthetic3d-104610,104610,train,5011,primary,1.0
synthetic3d-105159,105159,train,5012,primary,1.0
synthetic3d-104521,104521,train,5013,primary,1.0
synthetic3d-102009,102009,train,5014,primary,1.0
synthetic3d-108915,108915,train,5015,primary,1.0
synthetic3d-108007,108007,train,5016,primary,1.0
synthetic3d-100597,100597,train,5017,primary,1.0
synthetic3d-102852,102852,train,5018,primary,1.0
synthetic3d-108688,108688,train,5019,primary,1.0
synthetic3d-100919,100919,train,5020,primary,1.0
synthetic3d-104887,104887,train,5021,primary,1.0
synthetic3d-107718,107718,train,5022,primary,1.0
synthetic3d-100027,100027,train,5023,primary,1.0
synthetic3d-105453,105453,train,5024,primary,1.0
synthetic3d-108542,108542,train,5025,primary,1.0
synthetic3d-108012,108012,train,5026,primary,1.0
synthetic3d-100494,100494,train,5027,primary,1.0
synthetic3d-102292,102292,train,5028,primary,1.0
synthetic3d-108213,108213,train,5029,primary,1.0
synthetic3d-108200,108200,train,5030,primary,1.0
synthetic3d-103518,103518,train,5031,primary,1.0
synthetic3d-104342,104342,train,5032,primary,1.0
synthetic3d-104451,104451,train,5033,primary,1.0
synthetic3d-106716,106716,train,5034,primary,1.0
synthetic3d-101121,101121,train,5035,primary,1.0
synthetic3d-103927,103927,train,5036,primary,1.0
synthetic3d-100626,100626,train,5037,primary,1.0
synthetic3d-102480,102480,train,5038,primary,1.0
synthetic3d-102563,102563,train,5039,primary,1.0
synthetic3d-105864,105864,train,5040,primary,1.0
synthetic3d-103258,103258,train,5041,primary,1.0
synthetic3d-104421,104421,train,5042,primary,1.0
synthetic3d-104189,104189,train,5043,primary,1.0
synthetic3d-107372,107372,train,5044,primary,1.0
synthetic3d-107967,107967,train,5045,primary,1.0
synthetic3d-107385,107385,train,5046,primary,1.0
synthetic3d-100874,100874,train,5047,primary,1.0
synthetic3d-102108,102108,train,5048,primary,1.0
synthetic3d-104563,104563,train,5049,primary,1.0
synthetic3d-100303,100303,train,5050,primary,1.0
synthetic3d-108543,108543,train,5051,primary,1.0
synthetic3d-100890,100890,train,5052,primary,1.0
synthetic3d-108738,108738,train,5053,primary,1.0
synthetic3d-100601,100601,train,5054,primary,1.0
synthetic3d-106415,106415,train,5055,primary,1.0
synthetic3d-104321,104321,train,5056,primary,1.0
synthetic3d-104208,104208,train,5057,primary,1.0
synthetic3d-108233,108233,train,5058,primary,1.0
synthetic3d-104190,104190,train,5059,primary,1.0
synthetic3d-103757,103757,train,5060,primary,1.0
synthetic3d-102856,102856,train,5061,primary,1.0
synthetic3d-106686,106686,train,5062,primary,1.0
synthetic3d-102911,102911,train,5063,primary,1.0
synthetic3d-102861,102861,train,5064,primary,1.0
synthetic3d-103099,103099,train,5065,primary,1.0
synthetic3d-101991,101991,train,5066,primary,1.0
synthetic3d-103644,103644,train,5067,primary,1.0
synthetic3d-103907,103907,train,5068,primary,1.0
synthetic3d-102816,102816,train,5069,primary,1.0
synthetic3d-105953,105953,train,5070,primary,1.0
synthetic3d-101036,101036,train,5071,primary,1.0
synthetic3d-106484,106484,train,5072,primary,1.0
synthetic3d-104390,104390,train,5073,primary,1.0
synthetic3d-101979,101979,train,5074,primary,1.0
synthetic3d-103569,103569,train,5075,primary,1.0
synthetic3d-101298,101298,train,5076,primary,1.0
synthetic3d-101903,101903,train,5077,primary,1.0
synthetic3d-105838,105838,train,5078,primary,1.0
synthetic3d-102177,102177,train,5079,primary,1.0
synthetic3d-102625,102625,train,5080,primary,1.0
synthetic3d-106851,106851,train,5081,primary,1.0
synthetic3d-108472,108472,train,5082,primary,1.0
synthetic3d-102115,102115,train,5083,primary,1.0
synthetic3d-104501,104501,train,5084,primary,1.0
synthetic3d-103845,103845,train,5085,primary,1.0
synthetic3d-107622,107622,train,5086,primary,1.0
synthetic3d-105912,105912,train,5087,primary,1.0
synthetic3d-105347,105347,train,5088,primary,1.0
synthetic3d-101310,101310,train,5089,primary,1.0
synthetic3d-103340,103340,train,5090,primary,1.0
synthetic3d-103426,103426,train,5091,primary,1.0
synthetic3d-108727,108727,train,5092,primary,1.0
synthetic3d-100800,100800,train,5093,primary,1.0
synthetic3d-107549,107549,train,5094,primary,1.0
synthetic3d-102103,102103,train,5095,primary,1.0
synthetic3d-104872,104872,train,5096,primary,1.0
synthetic3d-104398,104398,train,5097,primary,1.0
synthetic3d-101223,101223,train,5098,primary,1.0
synthetic3d-103673,103673,train,5099,primary,1.0
synthetic3d-108977,108977,train,5100,primary,1.0
synthetic3d-106412,106412,train,5101,primary,1.0
synthetic3d-105394,105394,train,5102,primary,1.0
synthetic3d-104280,104280,train,5103,primary,1.0
synthetic3d-104133,104133,train,5104,primary,1.0
synthetic3d-103908,103908,train,5105,primary,1.0
synthetic3d-106268,106268,train,5106,primary,1.0
synthetic3d-103254,103254,train,5107,primary,1.0
synthetic3d-107805,107805,train,5108,primary,1.0
synthetic3d-105961,105961,train,5109,primary,1.0
synthetic3d-103442,103442,train,5110,primary,1.0
synthetic3d-104044,104044,train,5111,primary,1.0
synthetic3d-106958,106958,train,5112,primary,1.0
synthetic3d-104823,104823,train,5113,primary,1.0
synthetic3d-100067,100067,train,5114,primary,1.0
synthetic3d-105045,105045,train,5115,primary,1.0
synthetic3d-103028,103028,train,5116,primary,1.0
synthetic3d-101910,101910,train,5117,primary,1.0
synthetic3d-101927,101927,train,5118,primary,1.0
synthetic3d-102687,102687,train,5119,primary,1.0
synthetic3d-108171,108171,train,5120,primary,1.0
synthetic3d-101853,101853,train,5121,primary,1.0
synthetic3d-107597,107597,train,5122,primary,1.0
synthetic3d-108382,108382,train,5123,primary,1.0
synthetic3d-105486,105486,train,5124,primary,1.0
synthetic3d-105345,105345,train,5125,primary,1.0
synthetic3d-107821,107821,train,5126,primary,1.0
synthetic3d-103826,103826,train,5127,primary,1.0
synthetic3d-107036,107036,train,5128,primary,1.0
synthetic3d-107069,107069,train,5129,primary,1.0
synthetic3d-100884,100884,train,5130,primary,1.0
synthetic3d-100716,100716,train,5131,primary,1.0
synthetic3d-104643,104643,train,5132,primary,1.0
synthetic3d-101907,101907,train,5133,primary,1.0
synthetic3d-102777,102777,train,5134,primary,1.0
synthetic3d-102589,102589,train,5135,primary,1.0
synthetic3d-102613,102613,train,5136,primary,1.0
synthetic3d-107234,107234,train,5137,primary,1.0
synthetic3d-108873,108873,train,5138,primary,1.0
synthetic3d-103989,103989,train,5139,primary,1.0
synthetic3d-102666,102666,train,5140,primary,1.0
synthetic3d-108095,108095,train,5141,primary,1.0
synthetic3d-107547,107547,train,5142,primary,1.0
synthetic3d-105549,105549,train,5143,primary,1.0
synthetic3d-104705,104705,train,5144,primary,1.0
synthetic3d-102737,102737,train,5145,primary,1.0
synthetic3d-108827,108827,train,5146,primary,1.0
synthetic3d-108926,108926,train,5147,primary,1.0
synthetic3d-100675,100675,train,5148,primary,1.0
synthetic3d-104626,104626,train,5149,primary,1.0
synthetic3d-102056,102056,train,5150,primary,1.0
synthetic3d-102322,102322,train,5151,primary,1.0
synthetic3d-104989,104989,train,5152,primary,1.0
synthetic3d-103892,103892,train,5153,primary,1.0
synthetic3d-107956,107956,train,5154,primary,1.0
synthetic3d-102754,102754,train,5155,primary,1.0
synthetic3d-104098,104098,train,5156,primary,1.0
synthetic3d-102743,102743,train,5157,primary,1.0
synthetic3d-108097,108097,train,5158,primary,1.0
synthetic3d-104488,104488,train,5159,primary,1.0
synthetic3d-105244,105244,train,5160,primary,1.0
synthetic3d-103611,103611,train,5161,primary,1.0
synthetic3d-107689,107689,train,5162,primary,1.0
synthetic3d-100430,100430,train,5163,primary,1.0
synthetic3d-102671,102671,train,5164,primary,1.0
synthetic3d-104798,104798,train,5165,primary,1.0
synthetic3d-103563,103563,train,5166,primary,1.0
synthetic3d-103965,103965,train,5167,primary,1.0
synthetic3d-106044,106044,train,5168,primary,1.0
synthetic3d-104361,104361,train,5169,primary,1.0
synthetic3d-102505,102505,train,5170,primary,1.0
synthetic3d-106668,106668,train,5171,primary,1.0
synthetic3d-107995,107995,train,5172,primary,1.0
synthetic3d-107396,107396,train,5173,primary,1.0
synthetic3d-104507,104507,train,5174,primary,1.0
synthetic3d-104789,104789,train,5175,primary,1.0
synthetic3d-107060,107060,train,5176,primary,1.0
synthetic3d-102384,102384,train,5177,primary,1.0
synthetic3d-107055,107055,train,5178,primary,1.0
synthetic3d-102532,102532,train,5179,primary,1.0
synthetic3d-108807,108807,train,5180,primary,1.0
synthetic3d-105350,105350,train,5181,primary,1.0
synthetic3d-107078,107078,train,5182,primary,1.0
synthetic3d-105363,105363,train,5183,primary,1.0
synthetic3d-103319,103319,train,5184,primary,1.0
synthetic3d-100752,100752,train,5185,primary,1.0
synthetic3d-104486,104486,train,5186,primary,1.0
synthetic3d-108772,108772,train,5187,primary,1.0
synthetic3d-102018,102018,train,5188,primary,1.0
synthetic3d-100556,100556,train,5189,primary,1.0
synthetic3d-100165,100165,train,5190,primary,1.0
synthetic3d-103306,103306,train,5191,primary,1.0
synthetic3d-104126,104126,train,5192,primary,1.0
synthetic3d-108104,108104,train,5193,primary,1.0
synthetic3d-105122,105122,train,5194,primary,1.0
synthetic3d-102913,102913,train,5195,primary,1.0
synthetic3d-108883,108883,train,5196,primary,1.0
synthetic3d-105911,105911,train,5197,primary,1.0
synthetic3d-104443,104443,train,5198,primary,1.0
synthetic3d-107319,107319,train,5199,primary,1.0
synthetic3d-103486,103486,train,5200,primary,1.0
synthetic3d-104925,104925,train,5201,primary,1.0
synthetic3d-102574,102574,train,5202,primary,1.0
synthetic3d-102099,102099,train,5203,primary,1.0
synthetic3d-107762,107762,train,5204,primary,1.0
synthetic3d-103112,103112,train,5205,primary,1.0
synthetic3d-105451,105451,train,5206,primary,1.0
synthetic3d-102058,102058,train,5207,primary,1.0
synthetic3d-104025,104025,train,5208,primary,1.0
synthetic3d-105659,105659,train,5209,primary,1.0
synthetic3d-101785,101785,train,5210,primary,1.0
synthetic3d-106006,106006,train,5211,primary,1.0
synthetic3d-100997,100997,train,5212,primary,1.0
synthetic3d-103651,103651,train,5213,primary,1.0
synthetic3d-106633,106633,train,5214,primary,1.0
synthetic3d-107104,107104,train,5215,primary,1.0
synthetic3d-106471,106471,train,5216,primary,1.0
synthetic3d-106641,106641,train,5217,primary,1.0
synthetic3d-103790,103790,train,5218,primary,1.0
synthetic3d-107897,107897,train,5219,primary,1.0
synthetic3d-102037,102037,train,5220,primary,1.0
synthetic3d-100984,100984,train,5221,primary,1.0
synthetic3d-107480,107480,train,5222,primary,1.0
synthetic3d-105821,105821,train,5223,primary,1.0
synthetic3d-104895,104895,train,5224,primary,1.0
synthetic3d-104381,104381,train,5225,primary,1.0
synthetic3d-103049,103049,train,5226,primary,1.0
synthetic3d-103657,103657,train,5227,primary,1.0
synthetic3d-103152,103152,train,5228,primary,1.0
synthetic3d-100917,100917,train,5229,primary,1.0
synthetic3d-105409,105409,train,5230,primary,1.0
synthetic3d-102677,102677,train,5231,primary,1.0
synthetic3d-103356,103356,train,5232,primary,1.0
synthetic3d-102321,102321,train,5233,primary,1.0
synthetic3d-100292,100292,train,5234,primary,1.0
synthetic3d-102791,102791,train,5235,primary,1.0
synthetic3d-101787,101787,train,5236,primary,1.0
synthetic3d-104973,104973,train,5237,primary,1.0
synthetic3d-104275,104275,train,5238,primary,1.0
synthetic3d-103234,103234,train,5239,primary,1.0
synthetic3d-101578,101578,train,5240,primary,1.0
synthetic3d-104708,104708,train,5241,primary,1.0
synthetic3d-104539,104539,train,5242,primary,1.0
synthetic3d-100868,100868,train,5243,primary,1.0
synthetic3d-101007,101007,train,5244,primary,1.0
synthetic3d-105178,105178,train,5245,primary,1.0
synthetic3d-106107,106107,train,5246,primary,1.0
synthetic3d-108373,108373,train,5247,primary,1.0
synthetic3d-100220,100220,train,5248,primary,1.0
synthetic3d-108894,108894,train,5249,primary,1.0
synthetic3d-100383,100383,train,5250,primary,1.0
synthetic3d-102366,102366,train,5251,primary,1.0
synthetic3d-108622,108622,train,5252,primary,1.0
synthetic3d-107517,107517,train,5253,primary,1.0
synthetic3d-108137,108137,train,5254,primary,1.0
synthetic3d-103541,103541,train,5255,primary,1.0
synthetic3d-106809,106809,train,5256,primary,1.0
synthetic3d-101326,101326,train,5257,primary,1.0
synthetic3d-105247,105247,train,5258,primary,1.0
synthetic3d-107985,107985,train,5259,primary,1.0
synthetic3d-100655,100655,train,5260,primary,1.0
synthetic3d-101464,101464,train,5261,primary,1.0
synthetic3d-106342,106342,train,5262,primary,1.0
synthetic3d-102628,102628,train,5263,primary,1.0
synthetic3d-100043,100043,train,5264,primary,1.0
synthetic3d-108157,108157,train,5265,primary,1.0
synthetic3d-102912,102912,train,5266,primary,1.0
synthetic3d-101215,101215,train,5267,primary,1.0
synthetic3d-103415,103415,train,5268,primary,1.0
synthetic3d-104120,104120,train,5269,primary,1.0
synthetic3d-100692,100692,train,5270,primary,1.0
synthetic3d-104165,104165,train,5271,primary,1.0
synthetic3d-106244,106244,train,5272,primary,1.0
synthetic3d-104963,104963,train,5273,primary,1.0
synthetic3d-107966,107966,train,5274,primary,1.0
synthetic3d-104904,104904,train,5275,primary,1.0
synthetic3d-101414,101414,train,5276,primary,1.0
synthetic3d-104808,104808,train,5277,primary,1.0
synthetic3d-106051,106051,train,5278,primary,1.0
synthetic3d-101116,101116,train,5279,primary,1.0
synthetic3d-100012,100012,train,5280,primary,1.0
synthetic3d-107623,107623,train,5281,primary,1.0
synthetic3d-107151,107151,train,5282,primary,1.0
synthetic3d-106328,106328,train,5283,primary,1.0
synthetic3d-105465,105465,train,5284,primary,1.0
synthetic3d-108982,108982,train,5285,primary,1.0
synthetic3d-102159,102159,train,5286,primary,1.0
synthetic3d-100733,100733,train,5287,primary,1.0
synthetic3d-105319,105319,train,5288,primary,1.0
synthetic3d-100062,100062,train,5289,primary,1.0
synthetic3d-103246,103246,train,5290,primary,1.0
synthetic3d-105857,105857,train,5291,primary,1.0
synthetic3d-105742,105742,train,5292,primary,1.0
synthetic3d-103059,103059,train,5293,primary,1.0
synthetic3d-100181,100181,train,5294,primary,1.0
synthetic3d-108699,108699,train,5295,primary,1.0
synthetic3d-107571,107571,train,5296,primary,1.0
synthetic3d-104738,104738,train,5297,primary,1.0
synthetic3d-105952,105952,train,5298,primary,1.0
synthetic3d-108145,108145,train,5299,primary,1.0
synthetic3d-105711,105711,train,5300,primary,1.0
synthetic3d-107997,107997,train,5301,primary,1.0
synthetic3d-105416,105416,train,5302,primary,1.0
synthetic3d-107939,107939,train,5303,primary,1.0
synthetic3d-100677,100677,train,5304,primary,1.0
synthetic3d-108882,108882,train,5305,primary,1.0
synthetic3d-104840,104840,train,5306,primary,1.0
synthetic3d-108445,108445,train,5307,primary,1.0
synthetic3d-108020,108020,train,5308,primary,1.0
synthetic3d-103876,103876,train,5309,primary,1.0
synthetic3d-102618,102618,train,5310,primary,1.0
synthetic3d-102148,102148,train,5311,primary,1.0
synthetic3d-107472,107472,train,5312,primary,1.0
synthetic3d-106517,106517,train,5313,primary,1.0
synthetic3d-100668,100668,train,5314,primary,1.0
synthetic3d-107833,107833,train,5315,primary,1.0
synthetic3d-105434,105434,train,5316,primary,1.0
synthetic3d-105234,105234,train,5317,primary,1.0
synthetic3d-100647,100647,train,5318,primary,1.0
synthetic3d-108139,108139,train,5319,primary,1.0
synthetic3d-102380,102380,train,5320,primary,1.0
synthetic3d-107054,107054,train,5321,primary,1.0
synthetic3d-106715,106715,train,5322,primary,1.0
synthetic3d-103631,103631,train,5323,primary,1.0
synthetic3d-107873,107873,train,5324,primary,1.0
synthetic3d-105205,105205,train,5325,primary,1.0
synthetic3d-104734,104734,train,5326,primary,1.0
synthetic3d-104878,104878,train,5327,primary,1.0
synthetic3d-106938,106938,train,5328,primary,1.0
synthetic3d-103877,103877,train,5329,primary,1.0
synthetic3d-103074,103074,train,5330,primary,1.0
synthetic3d-108835,108835,train,5331,primary,1.0
synthetic3d-103636,103636,train,5332,primary,1.0
synthetic3d-107447,107447,train,5333,primary,1.0
synthetic3d-101799,101799,train,5334,primary,1.0
synthetic3d-108435,108435,train,5335,primary,1.0
synthetic3d-105352,105352,train,5336,primary,1.0
synthetic3d-107336,107336,train,5337,primary,1.0
synthetic3d-100684,100684,train,5338,primary,1.0
synthetic3d-108336,108336,train,5339,primary,1.0
synthetic3d-106737,106737,train,5340,primary,1.0
synthetic3d-102924,102924,train,5341,primary,1.0
synthetic3d-102558,102558,train,5342,primary,1.0
synthetic3d-103147,103147,train,5343,primary,1.0
synthetic3d-105254,105254,train,5344,primary,1.0
synthetic3d-107777,107777,train,5345,primary,1.0
synthetic3d-106022,106022,train,5346,primary,1.0
synthetic3d-103902,103902,train,5347,primary,1.0
synthetic3d-105137,105137,train,5348,primary,1.0
synthetic3d-104947,104947,train,5349,primary,1.0
